domain,count,percent
neet.church,3,50.0
neet.social,1,16.666666666666664
neighborli.xyz,2,33.33333333333333
neko.ci,1,16.666666666666664
neko.computer,1,16.666666666666664
nekocave.xyz,4,66.66666666666666
nekoea.red,2,33.33333333333333
nemoneya.me,1,16.666666666666664
neo.hongeipii.com,1,16.666666666666664
neoliber.al,1,16.666666666666664
neomobius.com,3,50.0
nerdica.net,1,16.666666666666664
net4sw.com,1,16.666666666666664
nethole.us,1,16.666666666666664
netrunner.cfd,1,16.666666666666664
networked.space,1,16.666666666666664
netz.org,2,33.33333333333333
netzgemeinde.eu,1,16.666666666666664
netzsphaere.xyz,3,50.0
neue.city,1,16.666666666666664
neurodiver.ge,1,16.666666666666664
newjack.city,2,33.33333333333333
news.ongii.com,1,16.666666666666664
news.twtr.plus,1,16.666666666666664
newsie.social,4,66.66666666666666
newsmast.org,1,16.666666666666664
newsrelay.org,2,33.33333333333333
nexusuk.org,1,16.666666666666664
ngrok-free.app,1,16.666666666666664
ngrok.io,4,66.66666666666666
nicecrew.digital,6,100.0
nigge.rs,1,16.666666666666664
niggers.auction,2,33.33333333333333
nightshift.social,4,66.66666666666666
nijimiss.moe,1,16.666666666666664
nikisoft.one,1,16.666666666666664
nikotile.xyz,2,33.33333333333333
ninjaturtle.xyz,1,16.666666666666664
niscii.xyz,5,83.33333333333334
nishi.boats,2,33.33333333333333
nitecrew.rip,2,33.33333333333333
niu.moe,1,16.666666666666664
nixnet.services,1,16.666666666666664
nixnet.social,3,50.0
nnia.space,6,100.0
noagenda.social,1,16.666666666666664
noagendasocial.com,6,100.0
noagendasocial.nl,5,83.33333333333334
noagendatube.com,4,66.66666666666666
nobl.ink,2,33.33333333333333
nobodyhasthe.biz,4,66.66666666666666
noc.social,3,50.0
nomoresha.me,1,16.666666666666664
nopasaran.red,1,16.666666666666664
nopolitics.club,1,16.666666666666664
norge.social,1,16.666666666666664
normal.style,1,16.666666666666664
normie.cafe,5,83.33333333333334
norrebro.space,1,16.666666666666664
norwoodzero.net,5,83.33333333333334
not-develop.gab.com,1,16.666666666666664
not.unixporn.pro,1,16.666666666666664
notbird.site,3,50.0
notherweb.com,1,16.666666666666664
notjustbikes.com,1,16.666666666666664
novo-atlantis.null.media,1,16.666666666666664
novoa.nagoya,3,50.0
now.kibousoft.co.jp,1,16.666666666666664
noxinon.de,1,16.666666666666664
noyu.me,1,16.666666666666664
npf.mlpol.net,2,33.33333333333333
nrk.cloud,1,16.666666666666664
ns.auction,1,16.666666666666664
nscio.us,2,33.33333333333333
nsfw.cafe,1,16.666666666666664
nsfw.social,1,16.666666666666664
nti.social,1,16.666666666666664
nudemy.com,1,16.666666666666664
nudie.social,1,16.666666666666664
nuke.africa,1,16.666666666666664
nuked.social,2,33.33333333333333
nukem.biz,4,66.66666666666666
nulled.red,1,16.666666666666664
nullwhere.social,1,16.666666666666664
nya.gay,2,33.33333333333333
nya.house,1,16.666666666666664
nya.social,1,16.666666666666664
nyan.com,1,16.666666666666664
nyanide.com,4,66.66666666666666
nzbr.de,1,16.666666666666664
obo.sh,6,100.0
occultist.space,2,33.33333333333333
oddballs.vip,1,16.666666666666664
office.dtzbts.xyz,1,16.666666666666664
oliviaappleton.com,1,16.666666666666664
oneway.masto.host,1,16.666666666666664
onion.social,1,16.666666666666664
onionfarms.org,5,83.33333333333334
online-hangout.com,1,16.666666666666664
onlyfeds.cc,2,33.33333333333333
opalstack.social,2,33.33333333333333
open-social.xyz,1,16.666666666666664
open.tube,1,16.666666666666664
open.video,1,16.666666666666664
openmtx.com,1,16.666666666666664
openshiftapps.com,1,16.666666666666664
optiplex.wallaby-bass.ts.net,2,33.33333333333333
oransns.com,1,16.666666666666664
order.life,1,16.666666666666664
ortodogs.info,3,50.0
osrs.club,1,16.666666666666664
ost.social,1,16.666666666666664
otaku.whomartthou.com,1,16.666666666666664
otakufarms.com,4,66.66666666666666
oti.st,3,50.0
otr.rocks,1,16.666666666666664
oursocialism.today,1,16.666666666666664
outerheaven.club,2,33.33333333333333
outerkosm.us,2,33.33333333333333
outpoa.st,6,100.0
outrnat.nl,2,33.33333333333333
overheid.nl,1,16.666666666666664
owlper.ch,1,16.666666666666664
owo.digital,1,16.666666666666664
p.bilb.info,1,16.666666666666664
p.mr64.net,1,16.666666666666664
paidspeechextremist.com,1,16.666666666666664
palmer.house,1,16.666666666666664
pantsfree.cc,1,16.666666666666664
paradigm-x.tokyo,2,33.33333333333333
paravielfalt.zone,2,33.33333333333333
pardoners.church,1,16.666666666666664
pasta.wtf,1,16.666666666666664
pasture.moe,1,16.666666666666664
patch.cx,1,16.666666666666664
patriot.online,1,16.666666666666664
patriot.social,1,16.666666666666664
pawlicker.com,3,50.0
pawlicker.ddns.net,2,33.33333333333333
pawoo.com,1,16.666666666666664
pawoo.net,6,100.0
paws.moe,3,50.0
payfrit.com,2,33.33333333333333
paypig.org,4,66.66666666666666
peanutlasko.com,1,16.666666666666664
pech.tech,3,50.0
pedo.school,6,100.0
peertube.boneheadmedia.com,1,16.666666666666664
peertube.linuxrocks.online,1,16.666666666666664
peertube.red,1,16.666666666666664
peertube.satoshishop.de,1,16.666666666666664
peertube.se,4,66.66666666666666
peertube.sl-network.fr,1,16.666666666666664
peertube.stephenson.cc,1,16.666666666666664
peertube.tech,1,16.666666666666664
peertube.uno,1,16.666666666666664
peervideo.club,3,50.0
peervideos.com,1,16.666666666666664
pendragon.rocks,1,16.666666666666664
pengi-san.moe,3,50.0
peoplegroup.social,1,16.666666666666664
perktold.xyz,1,16.666666666666664
persia.social,2,33.33333333333333
petrolkorps.cc,2,33.33333333333333
pettanko.art,5,83.33333333333334
phorophyte.org,1,16.666666666666664
photography.enjoyer.network,1,16.666666666666664
phreedom.club,3,50.0
phreedom.tk,3,50.0
piaille.fr,1,16.666666666666664
piaste.it,1,16.666666666666664
piazza.today,4,66.66666666666666
pibvt.net,6,100.0
pieville.net,6,100.0
piggo.space,1,16.666666666666664
pinnoto.org,1,16.666666666666664
pirateradio.social,4,66.66666666666666
pirati.ca,1,16.666666666666664
pisskey.io,5,83.33333333333334
pissqordia.space,2,33.33333333333333
pixats.com,1,16.666666666666664
pixelart.moe,1,16.666666666666664
pixelfed.eu,1,16.666666666666664
pixfed.com,1,16.666666666666664
pixificial.xyz,2,33.33333333333333
pizzaf.art,5,83.33333333333334
pkm.social,1,16.666666666666664
pkteerium.xyz,5,83.33333333333334
pktriot.net,1,16.666666666666664
pl.765racing.com,1,16.666666666666664
pl.anon-kenkai.com,1,16.666666666666664
pl.comfysnug.space,2,33.33333333333333
pl.devfs.xyz,1,16.666666666666664
pl.indiefedi.party,1,16.666666666666664
pl.info.natehiggers.online,2,33.33333333333333
pl.kitsunemimi.club,3,50.0
pl.kotobank.ch,1,16.666666666666664
pl.kys.moe,1,16.666666666666664
pl.lifeweb.cc,1,16.666666666666664
pl.natehiggers.online,1,16.666666666666664
pl.neko.bar,1,16.666666666666664
pl.pube.tk,2,33.33333333333333
pl.seedy.xyz,1,16.666666666666664
pl.skyn3t.in,3,50.0
pl.slash.cl,2,33.33333333333333
pl.smuglo.li,2,33.33333333333333
pl.thj.no,1,16.666666666666664
pl.tkammer.de,3,50.0
pl.valkyrie.world,2,33.33333333333333
pl.violence.church,1,16.666666666666664
pl.wowana.me,1,16.666666666666664
pl.zombiecats.run,2,33.33333333333333
pl765racing.com,1,16.666666666666664
plagu.ee,3,50.0
plandemic.icu,1,16.666666666666664
planet.moe,1,16.666666666666664
plasmatrap.com,1,16.666666666666664
platypush.tech,3,50.0
pleroma-in.ouda.space,1,16.666666666666664
pleroma.bunni.eu,1,16.666666666666664
pleroma.cloud,1,16.666666666666664
pleroma.com,1,16.666666666666664
pleroma.comfy.moe,1,16.666666666666664
pleroma.crowesnest.io,1,16.666666666666664
pleroma.cucked.me,2,33.33333333333333
pleroma.eientei.org,2,33.33333333333333
pleroma.einzbern.one,1,16.666666666666664
pleroma.elementality.org,1,16.666666666666664
pleroma.flussence.eu,1,16.666666666666664
pleroma.foucry.net,1,16.666666666666664
pleroma.freespeech.host,1,16.666666666666664
pleroma.gnusocial.club,1,16.666666666666664
pleroma.hatthieves.es,1,16.666666666666664
pleroma.id,1,16.666666666666664
pleroma.jeder.pl,1,16.666666666666664
pleroma.karjalazet.se,3,50.0
pleroma.kitsunemimi.club,2,33.33333333333333
pleroma.kiwifarms.net,2,33.33333333333333
pleroma.lyricaltokarev.fun,1,16.666666666666664
pleroma.mouse.services,2,33.33333333333333
pleroma.mulliken.net,1,16.666666666666664
pleroma.narrativerry.xyz,1,16.666666666666664
pleroma.neko.airforce,1,16.666666666666664
pleroma.nobodyhasthe.biz,3,50.0
pleroma.p4g.club,1,16.666666666666664
pleroma.pandanet.moe,1,16.666666666666664
pleroma.payfrit.com,2,33.33333333333333
pleroma.pibvt.net,1,16.666666666666664
pleroma.prantare.xyz,1,16.666666666666664
pleroma.rareome.ga,1,16.666666666666664
pleroma.runfox.tk,1,16.666666666666664
pleroma.site,1,16.666666666666664
pleroma.skyshanty.xyz,1,16.666666666666664
pleroma.soupwhale.com,1,16.666666666666664
pleroma.soykaf.com,2,33.33333333333333
pleroma.tilde.zone,1,16.666666666666664
pleroma.tuxcrafting.cf,1,16.666666666666664
pleroma.tuxcrafting.port0.org,1,16.666666666666664
pleroma.us,1,16.666666666666664
pleroma.wakuwakup.net,1,16.666666666666664
pleroma.weirdart.space,1,16.666666666666664
pleroma.wolfie.pw,1,16.666666666666664
pleroma.yorha.club,1,16.666666666666664
pleromaundermybed.ddns.net,1,16.666666666666664
pleromer.net,1,16.666666666666664
plma.plus.st,2,33.33333333333333
plus.st,2,33.33333333333333
pmj.rocks,1,16.666666666666664
pmth.us,4,66.66666666666666
poa.st,6,100.0
poast.eth,2,33.33333333333333
poast.lol,1,16.666666666666664
poast.org,4,66.66666666666666
poast.tv,5,83.33333333333334
pod.vladtepesblog.com,2,33.33333333333333
podcastindex.social,2,33.33333333333333
pokemon.men,1,16.666666666666664
polaris-1.work,3,50.0
polaris.bonespr.it,2,33.33333333333333
politbird.twexodus.top,2,33.33333333333333
political.icu,1,16.666666666666664
polycephalypunk.moe,1,16.666666666666664
pone.social,5,83.33333333333334
pooper.social,3,50.0
poridge.club,3,50.0
porn2b.com,1,16.666666666666664
pornhay.com,1,16.666666666666664
pornixa.com,1,16.666666666666664
pornlemmy.com,1,16.666666666666664
porntoot.com,5,83.33333333333334
port.mk,1,16.666666666666664
posix.gay,2,33.33333333333333
post.ebin.club,1,16.666666666666664
poster.place,6,100.0
posting.lolicon.rocks,4,66.66666666666666
postnstuffds.lol,2,33.33333333333333
pouque.net,3,50.0
povertypimps.xyz,1,16.666666666666664
poweredbycocaine.com,6,100.0
pravda.me,2,33.33333333333333
premium.reimu.download,1,16.666666666666664
presentdaypresenttime.com,1,16.666666666666664
press.coop,5,83.33333333333334
preteengirls.biz,4,66.66666666666666
pridelands.io,1,16.666666666666664
princess.cat,1,16.666666666666664
privex.social,5,83.33333333333334
probablyfreespeech.com,3,50.0
producers.masto.host,1,16.666666666666664
projectftm.com,4,66.66666666666666
projectveritas.icu,1,16.666666666666664
propulse.club,1,16.666666666666664
prospeech.space,4,66.66666666666666
prout.social,2,33.33333333333333
pseudo-whiskey.bar,2,33.33333333333333
psimon.world,1,16.666666666666664
psion.co,4,66.66666666666666
pso.li,4,66.66666666666666
psyopshop.com,2,33.33333333333333
pub.getgle.org,1,16.666666666666664
pub.instances.scw.cloud,1,16.666666666666664
pube.tk,2,33.33333333333333
purss.de,1,16.666666666666664
qiitadon.com,1,16.666666666666664
qoto.org,6,100.0
quad.moe,1,16.666666666666664
quadplay.tv,1,16.666666666666664
quanta.wiki,6,100.0
queer.hacktivis.me,2,33.33333333333333
querdenken-711.de,1,16.666666666666664
quey.la,2,33.33333333333333
quey.org,1,16.666666666666664
quietplace.xyz,2,33.33333333333333
quitter.im,1,16.666666666666664
quitter.pw,2,33.33333333333333
quodverum.com,2,33.33333333333333
quorum.inumbra.xyz,1,16.666666666666664
r18.social,4,66.66666666666666
raccoon.quest,4,66.66666666666666
rage.lol,4,66.66666666666666
rageparty.club,3,50.0
rainbowdash.net,2,33.33333333333333
raki.social,1,16.666666666666664
rakka.tk,1,16.666666666666664
rakket.app,4,66.66666666666666
randland.party,1,16.666666666666664
ranran.tw,1,16.666666666666664
rape.lol,2,33.33333333333333
rapefeminists.network,2,33.33333333333333
rapemeat.express,4,66.66666666666666
rapemeat.shop,1,16.666666666666664
rapemeat.solutions,5,83.33333333333334
rapist.town,1,16.666666666666664
raplst.town,2,33.33333333333333
raru.re,1,16.666666666666664
raspberrypi.social,4,66.66666666666666
ravergram.club,3,50.0
rawr-xd.club,2,33.33333333333333
rayci.st,4,66.66666666666666
raygungothic.xyz,2,33.33333333333333
rayn.bo,1,16.666666666666664
rcsocial.net,6,100.0
rdrama.cc,5,83.33333333333334
rdrama.net,1,16.666666666666664
real.dogsex.org,2,33.33333333333333
realnephestate.xyz,2,33.33333333333333
rebased.io,3,50.0
rebased.network,3,50.0
rebased.social,3,50.0
rebelbase.site,4,66.66666666666666
redd.live,2,33.33333333333333
redeyes.site,2,33.33333333333333
redflix.nu,1,16.666666666666664
redgarterclub.com,2,33.33333333333333
redliberal.com,2,33.33333333333333
redpill-insight.com,3,50.0
redplanetlabs.com,5,83.33333333333334
redroo.ml,1,16.666666666666664
redspinning.top,3,50.0
redstateliberal.social,2,33.33333333333333
refusal.biz,5,83.33333333333334
refusal.llc,5,83.33333333333334
refuse2.work,3,50.0
reimu.info,1,16.666666666666664
reisen.church,2,33.33333333333333
relay.scottsmall.org,2,33.33333333333333
remnant.social,3,50.0
repl.co,6,100.0
replicant.pl,1,16.666666666666664
republic.red,6,100.0
respublicae.eu,4,66.66666666666666
retard.tech,1,16.666666666666664
retardcenter.xyz,1,16.666666666666664
retardedniggers.forsale,1,16.666666666666664
retro.pizza,1,16.666666666666664
retroedge.tech,1,16.666666666666664
rettiwtkcuf.social,1,16.666666666666664
revvy.de,1,16.666666666666664
riddly.rakka.tk,1,16.666666666666664
rigcz.club,3,50.0
rightmastodon.com,1,16.666666666666664
rightmouse.click,2,33.33333333333333
rino.icu,1,16.666666666666664
rio.social,3,50.0
rneetup.com,2,33.33333333333333
roadlife.social,1,16.666666666666664
rodent.life,3,50.0
rojogato.com,6,100.0
rot.gives,6,100.0
royalhellcustoms.com,2,33.33333333333333
roysbeer.place,3,50.0
rqd2.net,5,83.33333333333334
rsc.cdn77.org,1,16.666666666666664
rubbery.dev,1,16.666666666666664
ruinouspowe.rs,4,66.66666666666666
runfox.tk,1,16.666666666666664
runtube.re,1,16.666666666666664
ryona.agency,6,100.0
s.vnchich.net,1,16.666666666666664
s.yelvington.com,1,16.666666666666664
s.ystn.win,1,16.666666666666664
sad.cab,2,33.33333333333333
sadlads.com,1,16.666666666666664
sakamoto.gq,1,16.666666666666664
sakh.social,1,16.666666666666664
salastil.com,3,50.0
salesforce.social,1,16.666666666666664
salushnes.solutions,2,33.33333333333333
sander.social,1,16.666666666666664
sanfranciscan.org,1,16.666666666666664
sapphos.be,1,16.666666666666664
satoshishop.de,5,83.33333333333334
saturno.black,1,16.666666666666664
sauropods.win,1,16.666666666666664
saynoto.lgbt,3,50.0
scamdemic.party,3,50.0
scarlet.house,3,50.0
scenecore.net,1,16.666666666666664
schwartzwelt.xyz,5,83.33333333333334
scots.network,6,100.0
scrapist.xyz,1,16.666666666666664
seahorse.sh,1,16.666666666666664
seal.cafe,6,100.0
sealion.club,3,50.0
search.fedi.app,2,33.33333333333333
searchtodon.social,1,16.666666666666664
secluded.site,2,33.33333333333333
secretsealing.club,1,16.666666666666664
seediqbale.xyz,1,16.666666666666664
seikora.one,4,66.66666666666666
sementerrori.st,1,16.666666666666664
seo.chat,3,50.0
seo.community,1,16.666666666666664
seocommunity.social,1,16.666666666666664
serialmay.link,1,16.666666666666664
seriousbusiness.international,2,33.33333333333333
servernerds.net,4,66.66666666666666
setho.org,1,16.666666666666664
sevvie.ltd,1,16.666666666666664
sexyferret.science,1,16.666666666666664
shadowsocial.org,4,66.66666666666666
sharealike.social,3,50.0
sharivegas.com,4,66.66666666666666
shatteredpalisa.de,1,16.666666666666664
shaw.app,2,33.33333333333333
sheep.network,5,83.33333333333334
shelter.moe,2,33.33333333333333
shigusegubu.club,4,66.66666666666666
shinaaamo.com,1,16.666666666666664
shitasstits.life,2,33.33333333333333
shitnexus.party,1,16.666666666666664
shitpisscum.mooo.com,2,33.33333333333333
shitpost.cloud,6,100.0
shitpost.poridge.club,1,16.666666666666664
shitpost.racing,3,50.0
shitposte.rs,2,33.33333333333333
shitposter.club,6,100.0
shitposting.army,2,33.33333333333333
shocktohp.xyz,1,16.666666666666664
shortstackran.ch,5,83.33333333333334
shortstacksran.ch,5,83.33333333333334
shota.foundation,1,16.666666666666664
shota.house,6,100.0
shota.land,1,16.666666666666664
shota.nu,1,16.666666666666664
shota.pe,1,16.666666666666664
shota.social,4,66.66666666666666
shotatube,1,16.666666666666664
shotatube.xyz,3,50.0
shouldibuyahorse.com,2,33.33333333333333
shpposter.club,4,66.66666666666666
shrimpcam.pw,3,50.0
shrimpposter.club,5,83.33333333333334
shrine.moe,3,50.0
sideofburritos.social,1,16.666666666666664
sigmoid.social,1,16.666666666666664
silkhe.art,1,16.666666666666664
silliness.observer,4,66.66666666666666
simplefinances.us,1,16.666666666666664
sinbir.com,1,16.666666666666664
sinblr.com,2,33.33333333333333
singing.dog,4,66.66666666666666
singleuser.club,1,16.666666666666664
sivokon.me,1,16.666666666666664
sk.c30.life,1,16.666666666666664
skinheads.eu,5,83.33333333333334
skinheads.io,5,83.33333333333334
skinheads.network,2,33.33333333333333
skinheads.social,5,83.33333333333334
skinheads.uk,5,83.33333333333334
skinnyver.se,4,66.66666666666666
skippers-bin.com,5,83.33333333333334
skorpil.cz,1,16.666666666666664
skyshanty.xyz,5,83.33333333333334
slash.cl,4,66.66666666666666
slashdev.space,1,16.666666666666664
sleeck.eu,1,16.666666666666664
sleepy.cafe,6,100.0
sleepy.place,1,16.666666666666664
sleroq.link,1,16.666666666666664
sliek.social,1,16.666666666666664
slipfox.xyz,2,33.33333333333333
slippy.xyz,2,33.33333333333333
slothy.win,1,16.666666666666664
slum.cloud,1,16.666666666666664
sm.shaw.app,2,33.33333333333333
smat-app.com,1,16.666666666666664
smittenkittens.xyz,3,50.0
smuganimeavatar.xyz,2,33.33333333333333
smuglo.li,3,50.0
smugloli.net,1,16.666666666666664
sneak.berlin,4,66.66666666666666
sneed.shop,2,33.33333333333333
sneed.social,6,100.0
sneed.vip,3,50.0
snowdin.town,1,16.666666666666664
sns-sakura.jp,1,16.666666666666664
soapbox.midwaytrades.com,1,16.666666666666664
soc.h4x.group,1,16.666666666666664
soc.mahodou.moe,3,50.0
soc.ua-fediland.de,3,50.0
sociabl.be,1,16.666666666666664
social.076.ne.jp,2,33.33333333333333
social.allthefallen.ninja,1,16.666666666666664
social.ancreport.com,1,16.666666666666664
social.anoxinon.de,1,16.666666666666664
social.anthro.cc,1,16.666666666666664
social.arinbasu.online,1,16.666666666666664
social.au2pb.net,2,33.33333333333333
social.bbc,2,33.33333333333333
social.beepboop.ga,1,16.666666666666664
social.bitcoiner.guide,1,16.666666666666664
social.bund.de,1,16.666666666666664
social.byoblu.com,1,16.666666666666664
social.culturewar.us,1,16.666666666666664
social.dev-wiki.de,1,16.666666666666664
social.duti.tech,2,33.33333333333333
social.finkhaeuser.de,1,16.666666666666664
social.firc.de,1,16.666666666666664
social.foxfam.club,1,16.666666666666664
social.freetalklive.com,2,33.33333333333333
social.getgle.org,3,50.0
social.goip.de,1,16.666666666666664
social.guizzyordi.info,1,16.666666666666664
social.handholding.io,2,33.33333333333333
social.hattheves.es,1,16.666666666666664
social.hatthieves.es,1,16.666666666666664
social.heckin.tech,1,16.666666666666664
social.heldscal.la,1,16.666666666666664
social.hendrixgames.com,2,33.33333333333333
social.here.blue,1,16.666666666666664
social.hidamari.blue,1,16.666666666666664
social.homunyan.com,2,33.33333333333333
social.i2p.rocks,1,16.666666666666664
social.illegalpornography.com,1,16.666666666666664
social.imirhil.fr,1,16.666666666666664
social.jesuislibre.net,2,33.33333333333333
social.k3tan.com,1,16.666666666666664
social.khajiit.de,1,16.666666666666664
social.knowltonwx.com,1,16.666666666666664
social.librem.one,2,33.33333333333333
social.lovingexpressions.net,3,50.0
social.lucci.xyz,1,16.666666666666664
social.manalejandro.com,1,16.666666666666664
social.matej-lach.me,1,16.666666666666664
social.midwaytrades.com,1,16.666666666666664
social.mondoweiss.net,1,16.666666666666664
social.mordicux.xyz,1,16.666666666666664
social.mykolayiv.dcomm.net.ua,1,16.666666666666664
social.mypdns.org,1,16.666666666666664
social.naln1.ca,1,16.666666666666664
social.network.europa.eu,1,16.666666666666664
social.nixnet.services,1,16.666666666666664
social.nothingplanet.com,2,33.33333333333333
social.oalm.gub.uy,1,16.666666666666664
social.odayacres.farm,1,16.666666666666664
social.ourpublicassembly.com,1,16.666666666666664
social.pcwideopen.com,1,16.666666666666664
social.platypush.tech,1,16.666666666666664
social.pmj.rocks,1,16.666666666666664
social.prospeech.space,1,16.666666666666664
social.pseudo-whiskey.bar,2,33.33333333333333
social.quldverum.com,1,16.666666666666664
social.quodverum.com,2,33.33333333333333
social.realnephestate.xyz,1,16.666666666666664
social.redxen.eu,1,16.666666666666664
social.researchanddestroy.technology,1,16.666666666666664
social.rjbastyr.com,1,16.666666666666664
social.sakamoto.gq,2,33.33333333333333
social.seance.online,1,16.666666666666664
social.shrimpcam.pw,3,50.0
social.sidekek.ml,1,16.666666666666664
social.snopyta.org,2,33.33333333333333
social.sphere.com.ai,1,16.666666666666664
social.sunshinegardens.org,2,33.33333333333333
social.super-niche.club,1,16.666666666666664
social.targaryen.house,2,33.33333333333333
social.teci.world,2,33.33333333333333
social.thecrow.uk,1,16.666666666666664
social.trom.tf,2,33.33333333333333
social.tulsa.ok.us,1,16.666666666666664
social.undernet.uy,1,16.666666666666664
social.urspringer.de,1,16.666666666666664
social.wideboys.org,2,33.33333333333333
social.wiuwiu.de,1,16.666666666666664
social.wxcafe.net,1,16.666666666666664
social.xenofem.me,2,33.33333333333333
socialgoblins.club,4,66.66666666666666
socialloods.nl,2,33.33333333333333
socialnetwork.ninja,1,16.666666666666664
socialq.club,1,16.666666666666664
societal.co,1,16.666666666666664
society.oftrolls.com,1,16.666666666666664
socnet.softgirl.online,1,16.666666666666664
socnet.supes.com,1,16.666666666666664
sogga.top,1,16.666666666666664
solagg.com,4,66.66666666666666
someotherguy.xyz,2,33.33333333333333
somewhy.net,3,50.0
sonichu.com,3,50.0
sorcie.re,1,16.666666666666664
sos.nekoweb.my.id,1,16.666666666666664
sovran.social,2,33.33333333333333
soykaf.com,3,50.0
soysoftware.net,1,16.666666666666664
space.escovan.net,1,16.666666666666664
spaceblog.net,1,16.666666666666664
spacekittens.ru,1,16.666666666666664
spacetime.social,1,16.666666666666664
speakfree.world,2,33.33333333333333
spearman.xyz,3,50.0
sperg.city,5,83.33333333333334
sphere.com.ai,1,16.666666666666664
spiderden.net,2,33.33333333333333
spinster.dev,3,50.0
spinster.xyz,6,100.0
splat.soy,1,16.666666666666664
spook.social,3,50.0
sportsbots.xyz,1,16.666666666666664
sportsfeed.me,1,16.666666666666664
springbo.cc,6,100.0
squeet.me,1,16.666666666666664
squid.kids,5,83.33333333333334
stack.black,1,16.666666666666664
staging.kazar.ma,1,16.666666666666664
starnix.network,4,66.66666666666666
stars.eroaward.com,3,50.0
staycuriousandkeepsmil.in,3,50.0
stereophonic.space,5,83.33333333333334
stop.voring.me,2,33.33333333333333
stormcloak.info,3,50.0
stracknet.com,2,33.33333333333333
strelizia.net,5,83.33333333333334
sully.site,1,16.666666666666664
sunbutt.faith,1,16.666666666666664
sunshinegardens.org,1,16.666666666666664
supernets.social,4,66.66666666666666
supes.com,1,16.666666666666664
sushi.ski,1,16.666666666666664
susmaninsurance.com,3,50.0
suya.place,3,50.0
swebbtv.se,1,16.666666666666664
sweet.succubi.services,1,16.666666666666664
sweetappleacr.es,2,33.33333333333333
switter.at,2,33.33333333333333
switter.co,1,16.666666666666664
switter.nl,1,16.666666666666664
swmastodon.com,1,16.666666666666664
sylveon.club,1,16.666666666666664
synergetic-design.com,1,16.666666666666664
syspxl.xyz,4,66.66666666666666
systemli.social,1,16.666666666666664
t.beergeek.social,2,33.33333333333333
t.l3r.me,1,16.666666666666664
t2m.davinkevin.fr,1,16.666666666666664
tadzik.net,1,16.666666666666664
take.iteasy.club,1,16.666666666666664
takesama.com,4,66.66666666666666
talesofmy.life,1,16.666666666666664
talk-here.com,3,50.0
talkbet.org,1,16.666666666666664
tams.tech,1,16.666666666666664
tankie.ml,1,16.666666666666664
taobox.pub,2,33.33333333333333
tardis.world,1,16.666666666666664
tastingtraffic.com,1,16.666666666666664
tastingtraffic.net,5,83.33333333333334
tau-ceti.space,2,33.33333333333333
taullo.social,4,66.66666666666666
tchncs.de,1,16.666666666666664
tcjc.uk,1,16.666666666666664
tebukuro.pw,1,16.666666666666664
tech.lgbt,2,33.33333333333333
techhub.social,1,16.666666666666664
techstartups.space,1,16.666666666666664
teci.world,5,83.33333333333334
tedomum.net,1,16.666666666666664
teia.art,1,16.666666666666664
telescope.garden,1,16.666666666666664
teleyal.blog,1,16.666666666666664
terrible.place,5,83.33333333333334
tesaguri.club,2,33.33333333333333
test.example.com,1,16.666666666666664
test.misskey.cf,1,16.666666666666664
tewi.and.reisen,1,16.666666666666664
tfwno.gf,1,16.666666666666664
the.asbestos.cafe,1,16.666666666666664
the.hedgehoghunter.club,2,33.33333333333333
the.occultist.space,1,16.666666666666664
the.scream.zone,1,16.666666666666664
the.usualsuspects.lol,2,33.33333333333333
the9thcircle.club,3,50.0
theapex.social,3,50.0
theautisticinvestors.quest,1,16.666666666666664
thebag.social,4,66.66666666666666
thebased.club,2,33.33333333333333
theburning.world,1,16.666666666666664
thechad.zone,2,33.33333333333333
thechimp.zone,5,83.33333333333334
thecitadel.social,1,16.666666666666664
thecyberdeck.xyz,1,16.666666666666664
theduran.icu,1,16.666666666666664
thefederation.net,1,16.666666666666664
thegeneral.chat,1,16.666666666666664
thejar.club,2,33.33333333333333
thejoyo.com,2,33.33333333333333
thenobody.club,1,16.666666666666664
theosis.church,2,33.33333333333333
thepopulist.icu,1,16.666666666666664
thepostearthdestination.com,5,83.33333333333334
theres.life,4,66.66666666666666
thesolarrepublic.org,1,16.666666666666664
thewired.xyz,1,16.666666666666664
thewizardingworld.com,2,33.33333333333333
thingsenjoyer.org,1,16.666666666666664
thisawfuldungeon.art,1,16.666666666666664
thisis.mylegendary.quest,1,16.666666666666664
thisisjoes.site,5,83.33333333333334
thj.no,1,16.666666666666664
thonkbox.rightmouse.click,1,16.666666666666664
thorlaksson.com,1,16.666666666666664
thoughtful.social,3,50.0
threads.net,4,66.66666666666666
tictoc.social,2,33.33333333333333
tinfoil-hat.net,1,16.666666666666664
tinybirdsite.com,2,33.33333333333333
tirnanog.space,1,16.666666666666664
tiuxo.com,3,50.0
tkammer.de,2,33.33333333333333
tkw.fm,1,16.666666666666664
tmediatech.io,1,16.666666666666664
tnd.lol,3,50.0
toad.social,3,50.0
toast.cafe,1,16.666666666666664
togen.xyz,1,16.666666666666664
tokhmi.xyz,3,50.0
tomw.social,2,33.33333333333333
toot.berlin,1,16.666666666666664
toot.canberrasocial.net,1,16.666666666666664
toot.freedomworkshop.com,1,16.666666666666664
toot.lobrai.co,1,16.666666666666664
toot.love,2,33.33333333333333
toot.pt,4,66.66666666666666
toot.wales,1,16.666666666666664
toot.world,1,16.666666666666664
tooters.org,2,33.33333333333333
